scale,metric,direction,unit,arm_a,arm_b,side_a,side_b,n,raw_delta_a_minus_b,raw_ci_lo,raw_ci_hi,a_advantage,a_adv_ci_lo,a_adv_ci_hi,separated,p_value,source
POC-2B,mcos,higher,raw,frozen,surgery_raw_encoder,REF,OURS,1825,-0.124289,-0.128557,-0.120144,-0.124289,-0.128557,-0.120144,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,frozen,surgical_3stage_DI_diheavy_encoder,REF,OURS,1825,-0.106563,-0.11037,-0.102889,-0.106563,-0.11037,-0.102889,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,frozen,surgical_3stage_DI_encoder,REF,OURS,1825,-0.109613,-0.113494,-0.105874,-0.109613,-0.113494,-0.105874,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,frozen,surgical_3stage_DI_head,REF,OURS,1825,-0.118265,-0.122593,-0.114109,-0.118265,-0.122593,-0.114109,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,frozen,surgical_3stage_DI_intervene_encoder,REF,OURS,1825,-0.111829,-0.115868,-0.107935,-0.111829,-0.115868,-0.107935,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,frozen,surgical_3stage_DI_replay25_encoder,REF,OURS,1825,-0.107712,-0.1116,-0.103963,-0.107712,-0.1116,-0.103963,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,frozen,surgical_3stage_DI_tccaux_encoder,REF,OURS,1825,-0.108695,-0.112613,-0.104888,-0.108695,-0.112613,-0.104888,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,frozen,surgical_3stage_DI_wiseft_encoder,REF,OURS,1825,-0.052966,-0.055013,-0.051063,-0.052966,-0.055013,-0.051063,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,frozen,surgical_autorgn_encoder,REF,COMP,1825,-0.179516,-0.184614,-0.174483,-0.179516,-0.184614,-0.174483,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,frozen,surgical_intervene_wiseft_f30_encoder,REF,OURS,1825,-0.053234,-0.055304,-0.051298,-0.053234,-0.055304,-0.051298,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,frozen,surgical_intervene_wiseft_f50_encoder,REF,OURS,1825,-0.025571,-0.026642,-0.024577,-0.025571,-0.026642,-0.024577,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,frozen,surgical_intervene_wiseft_f70_encoder,REF,OURS,1825,-0.00897,-0.009409,-0.008561,-0.00897,-0.009409,-0.008561,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,frozen,surgical_noDI_encoder,REF,OURS,1825,-0.11835,-0.12253,-0.114324,-0.11835,-0.12253,-0.114324,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,frozen,surgical_noDI_head,REF,OURS,1825,-0.125503,-0.130003,-0.121181,-0.125503,-0.130003,-0.121181,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,frozen,frozen,REF,REF,1825,0.002101,0.001756,0.002456,0.002101,0.001756,0.002456,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,full_ft_encoder,frozen,COMP,REF,1825,0.237365,0.231676,0.243078,0.237365,0.231676,0.243078,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,lpft_encoder,frozen,COMP,REF,1825,0.112166,0.108132,0.116365,0.112166,0.108132,0.116365,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_dora_encoder,frozen,COMP,REF,1825,0.154116,0.149602,0.158704,0.154116,0.149602,0.158704,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_lora_encoder,frozen,COMP,REF,1825,0.162597,0.157992,0.167305,0.162597,0.157992,0.167305,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,pretrain_encoder,frozen,COMP,REF,1825,0.144307,0.140462,0.148275,0.144307,0.140462,0.148275,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgery_raw_encoder,frozen,OURS,REF,1825,0.12639,0.122276,0.130605,0.12639,0.122276,0.130605,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_diheavy_encoder,frozen,OURS,REF,1825,0.108664,0.105054,0.112409,0.108664,0.105054,0.112409,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_encoder,frozen,OURS,REF,1825,0.111715,0.108047,0.115553,0.111715,0.108047,0.115553,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_head,frozen,OURS,REF,1825,0.120366,0.116256,0.124666,0.120366,0.116256,0.124666,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_intervene_encoder,frozen,OURS,REF,1825,0.11393,0.110079,0.117938,0.11393,0.110079,0.117938,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_replay25_encoder,frozen,OURS,REF,1825,0.109813,0.106089,0.113648,0.109813,0.106089,0.113648,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_tccaux_encoder,frozen,OURS,REF,1825,0.110797,0.107067,0.114717,0.110797,0.107067,0.114717,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_3stage_DI_wiseft_encoder,frozen,OURS,REF,1825,0.055067,0.053203,0.057068,0.055067,0.053203,0.057068,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_autorgn_encoder,frozen,COMP,REF,1825,0.181617,0.176593,0.186696,0.181617,0.176593,0.186696,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_intervene_wiseft_f30_encoder,frozen,OURS,REF,1825,0.055335,0.053435,0.057357,0.055335,0.053435,0.057357,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_intervene_wiseft_f50_encoder,frozen,OURS,REF,1825,0.027672,0.026672,0.028753,0.027672,0.026672,0.028753,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_intervene_wiseft_f70_encoder,frozen,OURS,REF,1825,0.011071,0.01056,0.011609,0.011071,0.01056,0.011609,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_noDI_encoder,frozen,OURS,REF,1825,0.120451,0.116435,0.124571,0.120451,0.116435,0.124571,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,surgical_noDI_head,frozen,OURS,REF,1825,0.127604,0.12335,0.132067,0.127604,0.12335,0.132067,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,fut,lower,raw,frozen,pretrain_encoder,REF,COMP,1825,0.024359,0.023472,0.025275,-0.024359,-0.023472,-0.025275,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,frozen,surgical_3stage_DI_encoder,REF,OURS,1825,0.05979,0.059024,0.060551,-0.05979,-0.059024,-0.060551,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,frozen,surgical_3stage_DI_replay25_encoder,REF,OURS,1825,0.059864,0.059124,0.060619,-0.059864,-0.059124,-0.060619,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,frozen,surgical_3stage_DI_diheavy_encoder,REF,OURS,1825,0.061422,0.060651,0.062178,-0.061422,-0.060651,-0.062178,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,frozen,surgical_3stage_DI_tccaux_encoder,REF,OURS,1825,0.061801,0.061033,0.062564,-0.061801,-0.061033,-0.062564,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,frozen,surgical_3stage_DI_intervene_encoder,REF,OURS,1825,0.061827,0.061072,0.062553,-0.061827,-0.061072,-0.062553,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,frozen,surgical_intervene_wiseft_f30_encoder,REF,OURS,1825,0.049527,0.048842,0.050217,-0.049527,-0.048842,-0.050217,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,frozen,surgical_intervene_wiseft_f50_encoder,REF,OURS,1825,0.037965,0.037305,0.038648,-0.037965,-0.037305,-0.038648,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,frozen,surgical_intervene_wiseft_f70_encoder,REF,OURS,1825,0.024681,0.024065,0.02532,-0.024681,-0.024065,-0.02532,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,frozen,surgical_noDI_encoder,REF,OURS,1825,0.058967,0.058233,0.059719,-0.058967,-0.058233,-0.059719,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,frozen,surgical_autorgn_encoder,REF,COMP,1825,0.031835,0.030926,0.032739,-0.031835,-0.030926,-0.032739,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,frozen,surgery_raw_encoder,REF,OURS,1825,0.060733,0.059947,0.061495,-0.060733,-0.059947,-0.061495,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,frozen,full_ft_encoder,REF,COMP,1825,0.016211,0.015217,0.017181,-0.016211,-0.015217,-0.017181,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,frozen,lpft_encoder,REF,COMP,1825,0.021192,0.020239,0.02213,-0.021192,-0.020239,-0.02213,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,frozen,peft_lora_encoder,REF,COMP,1825,0.053325,0.052499,0.054141,-0.053325,-0.052499,-0.054141,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,frozen,peft_dora_encoder,REF,COMP,1825,0.043355,0.042442,0.044257,-0.043355,-0.042442,-0.044257,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,frozen,surgical_3stage_DI_head,REF,OURS,1825,0.024257,0.023365,0.025152,-0.024257,-0.023365,-0.025152,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,frozen,surgical_noDI_head,REF,OURS,1825,0.024314,0.023429,0.025196,-0.024314,-0.023429,-0.025196,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,frozen,frozen,REF,REF,1825,-0.079512,-0.080337,-0.078645,0.079512,0.080337,0.078645,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,pretrain_encoder,frozen,COMP,REF,1825,-0.103871,-0.104989,-0.102696,0.103871,0.104989,0.102696,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,surgical_3stage_DI_encoder,frozen,OURS,REF,1825,-0.139302,-0.140175,-0.138419,0.139302,0.140175,0.138419,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,surgical_3stage_DI_replay25_encoder,frozen,OURS,REF,1825,-0.139376,-0.14025,-0.138461,0.139376,0.14025,0.138461,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,surgical_3stage_DI_diheavy_encoder,frozen,OURS,REF,1825,-0.140934,-0.141802,-0.140036,0.140934,0.141802,0.140036,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,surgical_3stage_DI_tccaux_encoder,frozen,OURS,REF,1825,-0.141313,-0.142175,-0.140413,0.141313,0.142175,0.140413,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,surgical_3stage_DI_intervene_encoder,frozen,OURS,REF,1825,-0.141339,-0.142223,-0.140387,0.141339,0.142223,0.140387,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,surgical_intervene_wiseft_f30_encoder,frozen,OURS,REF,1825,-0.129039,-0.129867,-0.128169,0.129039,0.129867,0.128169,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,surgical_intervene_wiseft_f50_encoder,frozen,OURS,REF,1825,-0.117477,-0.118298,-0.116609,0.117477,0.118298,0.116609,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,surgical_intervene_wiseft_f70_encoder,frozen,OURS,REF,1825,-0.104193,-0.105026,-0.103349,0.104193,0.105026,0.103349,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,surgical_noDI_encoder,frozen,OURS,REF,1825,-0.138478,-0.139319,-0.137581,0.138478,0.139319,0.137581,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,surgical_autorgn_encoder,frozen,COMP,REF,1825,-0.111347,-0.112466,-0.110211,0.111347,0.112466,0.110211,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,surgery_raw_encoder,frozen,OURS,REF,1825,-0.140244,-0.141138,-0.139358,0.140244,0.141138,0.139358,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,full_ft_encoder,frozen,COMP,REF,1825,-0.095723,-0.096893,-0.094533,0.095723,0.096893,0.094533,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,lpft_encoder,frozen,COMP,REF,1825,-0.100704,-0.10187,-0.099458,0.100704,0.10187,0.099458,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,peft_lora_encoder,frozen,COMP,REF,1825,-0.132837,-0.133848,-0.131792,0.132837,0.133848,0.131792,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,peft_dora_encoder,frozen,COMP,REF,1825,-0.122867,-0.123972,-0.121761,0.122867,0.123972,0.121761,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,surgical_3stage_DI_head,frozen,OURS,REF,1825,-0.103769,-0.104881,-0.102585,0.103769,0.104881,0.102585,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,fut,lower,raw,surgical_noDI_head,frozen,OURS,REF,1825,-0.103826,-0.104953,-0.102673,0.103826,0.104953,0.102673,True,0.0,probe_future_mse/probe_future_mse_per_variant.json
POC-2B,rollout,lower,raw,frozen,full_ft_encoder,REF,COMP,1825,-0.001013,-0.001149,-0.000883,0.001013,0.001149,0.000883,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,frozen,lpft_encoder,REF,COMP,1825,-0.000908,-0.001057,-0.000768,0.000908,0.001057,0.000768,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,frozen,peft_dora_encoder,REF,COMP,1825,-0.002363,-0.00255,-0.002176,0.002363,0.00255,0.002176,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,frozen,peft_lora_encoder,REF,COMP,1825,-0.00083,-0.000977,-0.00069,0.00083,0.000977,0.00069,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,frozen,pretrain_encoder,REF,COMP,1825,0.000975,0.000879,0.00107,-0.000975,-0.000879,-0.00107,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,frozen,surgery_raw_encoder,REF,OURS,1825,-0.001111,-0.001261,-0.00097,0.001111,0.001261,0.00097,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,frozen,surgical_3stage_DI_diheavy_encoder,REF,OURS,1825,-0.002208,-0.002349,-0.002066,0.002208,0.002349,0.002066,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,frozen,surgical_3stage_DI_encoder,REF,OURS,1825,-0.001028,-0.001153,-0.000906,0.001028,0.001153,0.000906,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,frozen,surgical_3stage_DI_head,REF,OURS,1825,0.000975,0.000879,0.00107,-0.000975,-0.000879,-0.00107,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,frozen,surgical_3stage_DI_intervene_encoder,REF,OURS,1825,-0.001328,-0.001458,-0.001199,0.001328,0.001458,0.001199,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,frozen,surgical_3stage_DI_replay25_encoder,REF,OURS,1825,-0.001769,-0.001898,-0.001641,0.001769,0.001898,0.001641,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,frozen,surgical_3stage_DI_tccaux_encoder,REF,OURS,1825,-0.003338,-0.003481,-0.003192,0.003338,0.003481,0.003192,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,frozen,surgical_autorgn_encoder,REF,COMP,1825,-0.000687,-0.000833,-0.000543,0.000687,0.000833,0.000543,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,frozen,surgical_intervene_wiseft_f30_encoder,REF,OURS,1825,-0.000402,-0.000495,-0.000314,0.000402,0.000495,0.000314,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,frozen,surgical_intervene_wiseft_f50_encoder,REF,OURS,1825,-6.1e-05,-0.000131,8e-06,6.1e-05,0.000131,-8e-06,True,0.0872,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,frozen,surgical_intervene_wiseft_f70_encoder,REF,OURS,1825,0.000301,0.000254,0.000348,-0.000301,-0.000254,-0.000348,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,frozen,surgical_noDI_encoder,REF,OURS,1825,-0.003698,-0.003859,-0.003535,0.003698,0.003859,0.003535,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,frozen,surgical_noDI_head,REF,OURS,1825,0.000975,0.000879,0.00107,-0.000975,-0.000879,-0.00107,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,frozen,frozen,REF,REF,1825,0.001396,0.001307,0.001487,-0.001396,-0.001307,-0.001487,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,full_ft_encoder,frozen,COMP,REF,1825,0.002409,0.00225,0.002571,-0.002409,-0.00225,-0.002571,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,lpft_encoder,frozen,COMP,REF,1825,0.002304,0.002132,0.002481,-0.002304,-0.002132,-0.002481,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,peft_dora_encoder,frozen,COMP,REF,1825,0.003759,0.00355,0.003965,-0.003759,-0.00355,-0.003965,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,peft_lora_encoder,frozen,COMP,REF,1825,0.002226,0.00206,0.002394,-0.002226,-0.00206,-0.002394,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,pretrain_encoder,frozen,COMP,REF,1825,0.000421,0.000286,0.000561,-0.000421,-0.000286,-0.000561,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,surgery_raw_encoder,frozen,OURS,REF,1825,0.002507,0.002349,0.002668,-0.002507,-0.002349,-0.002668,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,surgical_3stage_DI_diheavy_encoder,frozen,OURS,REF,1825,0.003604,0.003447,0.00376,-0.003604,-0.003447,-0.00376,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,surgical_3stage_DI_encoder,frozen,OURS,REF,1825,0.002424,0.002281,0.002566,-0.002424,-0.002281,-0.002566,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,surgical_3stage_DI_head,frozen,OURS,REF,1825,0.000421,0.000286,0.000561,-0.000421,-0.000286,-0.000561,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,surgical_3stage_DI_intervene_encoder,frozen,OURS,REF,1825,0.002724,0.002576,0.002873,-0.002724,-0.002576,-0.002873,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,surgical_3stage_DI_replay25_encoder,frozen,OURS,REF,1825,0.003165,0.003016,0.003313,-0.003165,-0.003016,-0.003313,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,surgical_3stage_DI_tccaux_encoder,frozen,OURS,REF,1825,0.004734,0.004574,0.004889,-0.004734,-0.004574,-0.004889,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,surgical_autorgn_encoder,frozen,COMP,REF,1825,0.002083,0.001916,0.002252,-0.002083,-0.001916,-0.002252,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,surgical_intervene_wiseft_f30_encoder,frozen,OURS,REF,1825,0.001798,0.001681,0.001915,-0.001798,-0.001681,-0.001915,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,surgical_intervene_wiseft_f50_encoder,frozen,OURS,REF,1825,0.001456,0.001354,0.00156,-0.001456,-0.001354,-0.00156,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
POC-2B,rollout,lower,raw,surgical_intervene_wiseft_f70_encoder,frozen,OURS,REF,1825,0.001095,0.001002,0.001189,-0.001095,-0.001002,-0.001189,True,0.0,predictor_temporal/predictor_temporal_per_variant.json::rollout
