scale,metric,direction,unit,arm_a,arm_b,side_a,side_b,n,raw_delta_a_minus_b,raw_ci_lo,raw_ci_hi,a_advantage,a_adv_ci_lo,a_adv_ci_hi,separated,p_value,source
POC-2B,act,higher,pp,full_ft_encoder,surgical_noDI_encoder,COMP,OURS,1825,2.137,0.274,4.0,2.137,0.274,4.0,True,0.0236,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,full_ft_encoder,surgical_noDI_head,COMP,OURS,1825,3.0685,0.9315,5.1507,3.0685,0.9315,5.1507,True,0.0058,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,lpft_encoder,surgery_raw_encoder,COMP,OURS,1825,-1.6438,-3.3425,0.0,-1.6438,-3.3425,0.0,False,0.056,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,lpft_encoder,surgical_3stage_DI_diheavy_encoder,COMP,OURS,1825,-0.9863,-2.6301,0.6575,-0.9863,-2.6301,0.6575,False,0.2522,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,lpft_encoder,surgical_3stage_DI_encoder,COMP,OURS,1825,-0.1096,-1.863,1.6986,-0.1096,-1.863,1.6986,False,0.9212,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,lpft_encoder,surgical_3stage_DI_head,COMP,OURS,1825,-0.9315,-2.5205,0.7123,-0.9315,-2.5205,0.7123,False,0.2626,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,lpft_encoder,surgical_3stage_DI_intervene_encoder,COMP,OURS,1825,-1.8082,-3.3973,-0.2192,-1.8082,-3.3973,-0.2192,True,0.0272,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,lpft_encoder,surgical_3stage_DI_replay25_encoder,COMP,OURS,1825,-0.9863,-2.7397,0.7123,-0.9863,-2.7397,0.7123,False,0.281,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,lpft_encoder,surgical_3stage_DI_tccaux_encoder,COMP,OURS,1825,-0.3836,-2.137,1.4247,-0.3836,-2.137,1.4247,False,0.6788,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,lpft_encoder,surgical_3stage_DI_wiseft_encoder,COMP,OURS,1825,0.4932,-1.3151,2.3014,0.4932,-1.3151,2.3014,False,0.616,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,lpft_encoder,surgical_intervene_wiseft_f30_encoder,COMP,OURS,1825,0.8767,-0.8767,2.6849,0.8767,-0.8767,2.6849,False,0.353,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,lpft_encoder,surgical_intervene_wiseft_f50_encoder,COMP,OURS,1825,1.4795,-0.4932,3.4521,1.4795,-0.4932,3.4521,False,0.1566,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,lpft_encoder,surgical_intervene_wiseft_f70_encoder,COMP,OURS,1825,1.589,-0.4384,3.6164,1.589,-0.4384,3.6164,False,0.137,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,lpft_encoder,surgical_noDI_encoder,COMP,OURS,1825,-1.5342,-3.2183,0.1096,-1.5342,-3.2183,0.1096,False,0.0688,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,lpft_encoder,surgical_noDI_head,COMP,OURS,1825,-0.6027,-2.2466,0.9863,-0.6027,-2.2466,0.9863,False,0.4894,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,peft_dora_encoder,surgery_raw_encoder,COMP,OURS,1825,1.9178,0.3288,3.5616,1.9178,0.3288,3.5616,True,0.0178,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,peft_dora_encoder,surgical_3stage_DI_diheavy_encoder,COMP,OURS,1825,2.5753,1.0959,4.0548,2.5753,1.0959,4.0548,True,0.0002,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,peft_dora_encoder,surgical_3stage_DI_encoder,COMP,OURS,1825,3.4521,1.7534,5.1507,3.4521,1.7534,5.1507,True,0.0,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,peft_dora_encoder,surgical_3stage_DI_head,COMP,OURS,1825,2.6301,0.9863,4.274,2.6301,0.9863,4.274,True,0.0012,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,peft_dora_encoder,surgical_3stage_DI_intervene_encoder,COMP,OURS,1825,1.7534,0.1644,3.3973,1.7534,0.1644,3.3973,True,0.0352,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,peft_dora_encoder,surgical_3stage_DI_replay25_encoder,COMP,OURS,1825,2.5753,0.9315,4.2192,2.5753,0.9315,4.2192,True,0.003,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,peft_dora_encoder,surgical_3stage_DI_tccaux_encoder,COMP,OURS,1825,3.1781,1.2603,5.0411,3.1781,1.2603,5.0411,True,0.001,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,peft_dora_encoder,surgical_3stage_DI_wiseft_encoder,COMP,OURS,1825,4.0548,2.2466,5.863,4.0548,2.2466,5.863,True,0.0,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,peft_dora_encoder,surgical_intervene_wiseft_f30_encoder,COMP,OURS,1825,4.4384,2.7397,6.1918,4.4384,2.7397,6.1918,True,0.0,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,peft_dora_encoder,surgical_intervene_wiseft_f50_encoder,COMP,OURS,1825,5.0411,3.0137,7.1233,5.0411,3.0137,7.1233,True,0.0,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,peft_dora_encoder,surgical_intervene_wiseft_f70_encoder,COMP,OURS,1825,5.1507,3.1781,7.1781,5.1507,3.1781,7.1781,True,0.0,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,peft_dora_encoder,surgical_noDI_encoder,COMP,OURS,1825,2.0274,0.5479,3.5616,2.0274,0.5479,3.5616,True,0.008,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,peft_dora_encoder,surgical_noDI_head,COMP,OURS,1825,2.9589,1.0411,4.8767,2.9589,1.0411,4.8767,True,0.003,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,peft_lora_encoder,surgery_raw_encoder,COMP,OURS,1825,0.2192,-1.5342,1.9726,0.2192,-1.5342,1.9726,False,0.8326,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,peft_lora_encoder,surgical_3stage_DI_diheavy_encoder,COMP,OURS,1825,0.8767,-0.8219,2.6297,0.8767,-0.8219,2.6297,False,0.3294,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,peft_lora_encoder,surgical_3stage_DI_encoder,COMP,OURS,1825,1.7534,-0.0548,3.605,1.7534,-0.0548,3.605,False,0.0632,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,peft_lora_encoder,surgical_3stage_DI_head,COMP,OURS,1825,0.9315,-0.8219,2.7397,0.9315,-0.8219,2.7397,False,0.3204,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,peft_lora_encoder,surgical_3stage_DI_intervene_encoder,COMP,OURS,1825,0.0548,-1.6986,1.863,0.0548,-1.6986,1.863,False,0.9772,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,peft_lora_encoder,surgical_3stage_DI_replay25_encoder,COMP,OURS,1825,0.8767,-0.9315,2.5753,0.8767,-0.9315,2.5753,False,0.3476,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,peft_lora_encoder,surgical_3stage_DI_tccaux_encoder,COMP,OURS,1825,1.4795,-0.3836,3.4521,1.4795,-0.3836,3.4521,False,0.1342,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,peft_lora_encoder,surgical_3stage_DI_wiseft_encoder,COMP,OURS,1825,2.3562,0.4932,4.1644,2.3562,0.4932,4.1644,True,0.0122,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,peft_lora_encoder,surgical_intervene_wiseft_f30_encoder,COMP,OURS,1825,2.7397,0.8767,4.6027,2.7397,0.8767,4.6027,True,0.0034,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,peft_lora_encoder,surgical_intervene_wiseft_f50_encoder,COMP,OURS,1825,3.3425,1.3151,5.4795,3.3425,1.3151,5.4795,True,0.0018,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,peft_lora_encoder,surgical_intervene_wiseft_f70_encoder,COMP,OURS,1825,3.4521,1.3151,5.589,3.4521,1.3151,5.589,True,0.0014,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,peft_lora_encoder,surgical_noDI_encoder,COMP,OURS,1825,0.3288,-1.2055,1.9178,0.3288,-1.2055,1.9178,False,0.713,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,peft_lora_encoder,surgical_noDI_head,COMP,OURS,1825,1.2603,-0.8219,3.2877,1.2603,-0.8219,3.2877,False,0.2436,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,pretrain_encoder,surgery_raw_encoder,COMP,OURS,1825,2.137,0.274,3.971,2.137,0.274,3.971,True,0.0258,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,pretrain_encoder,surgical_3stage_DI_diheavy_encoder,COMP,OURS,1825,2.7945,0.9863,4.5479,2.7945,0.9863,4.5479,True,0.0034,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,pretrain_encoder,surgical_3stage_DI_encoder,COMP,OURS,1825,3.6712,1.6986,5.589,3.6712,1.6986,5.589,True,0.0,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,pretrain_encoder,surgical_3stage_DI_head,COMP,OURS,1825,2.8493,1.0198,4.6575,2.8493,1.0198,4.6575,True,0.0022,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,pretrain_encoder,surgical_3stage_DI_intervene_encoder,COMP,OURS,1825,1.9726,0.1216,3.8356,1.9726,0.1216,3.8356,True,0.0406,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,pretrain_encoder,surgical_3stage_DI_replay25_encoder,COMP,OURS,1825,2.7945,0.9863,4.6575,2.7945,0.9863,4.6575,True,0.0052,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,pretrain_encoder,surgical_3stage_DI_tccaux_encoder,COMP,OURS,1825,3.3973,1.4795,5.3151,3.3973,1.4795,5.3151,True,0.001,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,pretrain_encoder,surgical_3stage_DI_wiseft_encoder,COMP,OURS,1825,4.274,2.369,6.1918,4.274,2.369,6.1918,True,0.0,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,pretrain_encoder,surgical_intervene_wiseft_f30_encoder,COMP,OURS,1825,4.6575,2.7945,6.5753,4.6575,2.7945,6.5753,True,0.0,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,pretrain_encoder,surgical_intervene_wiseft_f50_encoder,COMP,OURS,1825,5.2603,3.2329,7.2877,5.2603,3.2329,7.2877,True,0.0,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,pretrain_encoder,surgical_intervene_wiseft_f70_encoder,COMP,OURS,1825,5.3699,3.2329,7.4521,5.3699,3.2329,7.4521,True,0.0,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,pretrain_encoder,surgical_noDI_encoder,COMP,OURS,1825,2.2466,0.5479,3.9452,2.2466,0.5479,3.9452,True,0.0126,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,pretrain_encoder,surgical_noDI_head,COMP,OURS,1825,3.1781,1.1507,5.0959,3.1781,1.1507,5.0959,True,0.0016,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,surgery_raw_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-1.589,-3.2877,0.0,-1.589,-3.2877,0.0,False,0.0602,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,surgical_3stage_DI_diheavy_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-2.2466,-3.8904,-0.5818,-2.2466,-3.8904,-0.5818,True,0.0092,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,surgical_3stage_DI_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-3.1233,-5.0411,-1.1507,-3.1233,-5.0411,-1.1507,True,0.0016,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,surgical_3stage_DI_head,surgical_autorgn_encoder,OURS,COMP,1825,-2.3014,-3.9452,-0.6575,-2.3014,-3.9452,-0.6575,True,0.0076,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,surgical_3stage_DI_intervene_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-1.4247,-3.1781,0.3228,-1.4247,-3.1781,0.3228,False,0.1204,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,surgical_3stage_DI_replay25_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-2.2466,-4.0,-0.5479,-2.2466,-4.0,-0.5479,True,0.0096,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,surgical_3stage_DI_tccaux_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-2.8493,-4.7671,-1.0293,-2.8493,-4.7671,-1.0293,True,0.0044,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,surgical_3stage_DI_wiseft_encoder,surgical_autorgn_encoder,OURS,COMP,1825,-3.726,-5.5342,-1.9726,-3.726,-5.5342,-1.9726,True,0.0002,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,surgical_autorgn_encoder,surgical_intervene_wiseft_f30_encoder,COMP,OURS,1825,4.1096,2.1918,6.0822,4.1096,2.1918,6.0822,True,0.0,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,surgical_autorgn_encoder,surgical_intervene_wiseft_f50_encoder,COMP,OURS,1825,4.7123,2.6849,6.7945,4.7123,2.6849,6.7945,True,0.0,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,surgical_autorgn_encoder,surgical_intervene_wiseft_f70_encoder,COMP,OURS,1825,4.8219,2.7945,6.8493,4.8219,2.7945,6.8493,True,0.0,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,surgical_autorgn_encoder,surgical_noDI_encoder,COMP,OURS,1825,1.6986,0.1096,3.2329,1.6986,0.1096,3.2329,True,0.0404,probe_action/probe_paired_delta.json
POC-2B,act,higher,pp,surgical_autorgn_encoder,surgical_noDI_head,COMP,OURS,1825,2.6301,0.8219,4.4384,2.6301,0.8219,4.4384,True,0.0056,probe_action/probe_paired_delta.json
POC-2B,mcos,higher,raw,full_ft_encoder,surgery_raw_encoder,COMP,OURS,1825,0.110975,0.107656,0.114395,0.110975,0.107656,0.114395,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,full_ft_encoder,surgical_3stage_DI_diheavy_encoder,COMP,OURS,1825,0.128701,0.125247,0.13232,0.128701,0.125247,0.13232,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,full_ft_encoder,surgical_3stage_DI_encoder,COMP,OURS,1825,0.12565,0.122304,0.129198,0.12565,0.122304,0.129198,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,full_ft_encoder,surgical_3stage_DI_head,COMP,OURS,1825,0.116998,0.113583,0.120565,0.116998,0.113583,0.120565,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,full_ft_encoder,surgical_3stage_DI_intervene_encoder,COMP,OURS,1825,0.123435,0.119985,0.127009,0.123435,0.119985,0.127009,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,full_ft_encoder,surgical_3stage_DI_replay25_encoder,COMP,OURS,1825,0.127551,0.124061,0.131177,0.127551,0.124061,0.131177,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,full_ft_encoder,surgical_3stage_DI_tccaux_encoder,COMP,OURS,1825,0.126568,0.123113,0.130147,0.126568,0.123113,0.130147,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,full_ft_encoder,surgical_3stage_DI_wiseft_encoder,COMP,OURS,1825,0.182297,0.17801,0.186585,0.182297,0.17801,0.186585,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,full_ft_encoder,surgical_intervene_wiseft_f30_encoder,COMP,OURS,1825,0.182029,0.177727,0.186313,0.182029,0.177727,0.186313,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,full_ft_encoder,surgical_intervene_wiseft_f50_encoder,COMP,OURS,1825,0.209693,0.20475,0.214637,0.209693,0.20475,0.214637,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,full_ft_encoder,surgical_intervene_wiseft_f70_encoder,COMP,OURS,1825,0.226293,0.22088,0.231706,0.226293,0.22088,0.231706,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,full_ft_encoder,surgical_noDI_encoder,COMP,OURS,1825,0.116914,0.113535,0.120463,0.116914,0.113535,0.120463,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,full_ft_encoder,surgical_noDI_head,COMP,OURS,1825,0.10976,0.106462,0.113207,0.10976,0.106462,0.113207,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,lpft_encoder,surgery_raw_encoder,COMP,OURS,1825,-0.014224,-0.015222,-0.013288,-0.014224,-0.015222,-0.013288,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,lpft_encoder,surgical_3stage_DI_diheavy_encoder,COMP,OURS,1825,0.003502,0.002592,0.004371,0.003502,0.002592,0.004371,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,lpft_encoder,surgical_3stage_DI_encoder,COMP,OURS,1825,0.000451,-0.000443,0.001302,0.000451,-0.000443,0.001302,False,0.311,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,lpft_encoder,surgical_3stage_DI_head,COMP,OURS,1825,-0.0082,-0.008573,-0.007838,-0.0082,-0.008573,-0.007838,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,lpft_encoder,surgical_3stage_DI_intervene_encoder,COMP,OURS,1825,-0.001764,-0.002413,-0.001182,-0.001764,-0.002413,-0.001182,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,lpft_encoder,surgical_3stage_DI_replay25_encoder,COMP,OURS,1825,0.002353,0.001539,0.003108,0.002353,0.001539,0.003108,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,lpft_encoder,surgical_3stage_DI_tccaux_encoder,COMP,OURS,1825,0.00137,0.000638,0.002033,0.00137,0.000638,0.002033,True,0.0002,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,lpft_encoder,surgical_3stage_DI_wiseft_encoder,COMP,OURS,1825,0.057099,0.054768,0.05945,0.057099,0.054768,0.05945,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,lpft_encoder,surgical_intervene_wiseft_f30_encoder,COMP,OURS,1825,0.056831,0.054556,0.059145,0.056831,0.054556,0.059145,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,lpft_encoder,surgical_intervene_wiseft_f50_encoder,COMP,OURS,1825,0.084494,0.081259,0.087819,0.084494,0.081259,0.087819,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,lpft_encoder,surgical_intervene_wiseft_f70_encoder,COMP,OURS,1825,0.101095,0.09728,0.105015,0.101095,0.09728,0.105015,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,lpft_encoder,surgical_noDI_encoder,COMP,OURS,1825,-0.008285,-0.009076,-0.007583,-0.008285,-0.009076,-0.007583,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,lpft_encoder,surgical_noDI_head,COMP,OURS,1825,-0.015438,-0.016016,-0.014884,-0.015438,-0.016016,-0.014884,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_dora_encoder,surgery_raw_encoder,COMP,OURS,1825,0.027726,0.026433,0.029065,0.027726,0.026433,0.029065,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_dora_encoder,surgical_3stage_DI_diheavy_encoder,COMP,OURS,1825,0.045452,0.043892,0.047107,0.045452,0.043892,0.047107,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_dora_encoder,surgical_3stage_DI_encoder,COMP,OURS,1825,0.042401,0.04091,0.043996,0.042401,0.04091,0.043996,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_dora_encoder,surgical_3stage_DI_head,COMP,OURS,1825,0.03375,0.031992,0.035593,0.03375,0.031992,0.035593,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_dora_encoder,surgical_3stage_DI_intervene_encoder,COMP,OURS,1825,0.040186,0.038577,0.041853,0.040186,0.038577,0.041853,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_dora_encoder,surgical_3stage_DI_replay25_encoder,COMP,OURS,1825,0.044303,0.042634,0.046037,0.044303,0.042634,0.046037,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_dora_encoder,surgical_3stage_DI_tccaux_encoder,COMP,OURS,1825,0.04332,0.041723,0.045012,0.04332,0.041723,0.045012,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_dora_encoder,surgical_3stage_DI_wiseft_encoder,COMP,OURS,1825,0.099049,0.096135,0.101962,0.099049,0.096135,0.101962,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_dora_encoder,surgical_intervene_wiseft_f30_encoder,COMP,OURS,1825,0.098781,0.095871,0.101691,0.098781,0.095871,0.101691,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_dora_encoder,surgical_intervene_wiseft_f50_encoder,COMP,OURS,1825,0.126444,0.122686,0.130233,0.126444,0.122686,0.130233,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_dora_encoder,surgical_intervene_wiseft_f70_encoder,COMP,OURS,1825,0.143045,0.138742,0.147354,0.143045,0.138742,0.147354,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_dora_encoder,surgical_noDI_encoder,COMP,OURS,1825,0.033665,0.032193,0.035176,0.033665,0.032193,0.035176,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_dora_encoder,surgical_noDI_head,COMP,OURS,1825,0.026512,0.024837,0.028307,0.026512,0.024837,0.028307,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_lora_encoder,surgery_raw_encoder,COMP,OURS,1825,0.036207,0.0348,0.037671,0.036207,0.0348,0.037671,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_lora_encoder,surgical_3stage_DI_diheavy_encoder,COMP,OURS,1825,0.053933,0.052254,0.055704,0.053933,0.052254,0.055704,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_lora_encoder,surgical_3stage_DI_encoder,COMP,OURS,1825,0.050882,0.049287,0.0526,0.050882,0.049287,0.0526,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_lora_encoder,surgical_3stage_DI_head,COMP,OURS,1825,0.04223,0.040402,0.044189,0.04223,0.040402,0.044189,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_lora_encoder,surgical_3stage_DI_intervene_encoder,COMP,OURS,1825,0.048667,0.046949,0.050459,0.048667,0.046949,0.050459,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_lora_encoder,surgical_3stage_DI_replay25_encoder,COMP,OURS,1825,0.052783,0.051013,0.05464,0.052783,0.051013,0.05464,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_lora_encoder,surgical_3stage_DI_tccaux_encoder,COMP,OURS,1825,0.0518,0.050059,0.053607,0.0518,0.050059,0.053607,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_lora_encoder,surgical_3stage_DI_wiseft_encoder,COMP,OURS,1825,0.107529,0.104498,0.110534,0.107529,0.104498,0.110534,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_lora_encoder,surgical_intervene_wiseft_f30_encoder,COMP,OURS,1825,0.107261,0.104218,0.110264,0.107261,0.104218,0.110264,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
POC-2B,mcos,higher,raw,peft_lora_encoder,surgical_intervene_wiseft_f50_encoder,COMP,OURS,1825,0.134925,0.131104,0.138828,0.134925,0.131104,0.138828,True,0.0,probe_motion_cos/probe_motion_cos_paired.json
