clip_key,section,base_video_id,chunk,video_id,clip_index,duration_sec,size_mb,status
goa/walking/04YKvC8kAgI/04YKvC8kAgI-014.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,14,9.03,1.04,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-015.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,15,10.0,0.92,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-016.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,16,9.43,0.86,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-017.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,17,8.5,1.32,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-018.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,18,7.73,1.04,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-019.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,19,10.0,1.28,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-020.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,20,10.0,1.05,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-021.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,21,10.0,1.05,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-022.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,22,9.5,1.03,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-023.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,23,9.27,1.04,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-024.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,24,9.7,1.21,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-025.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,25,10.0,1.12,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-026.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,26,10.0,0.84,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-027.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,27,10.0,0.84,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-028.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,28,10.0,0.84,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-029.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,29,9.33,0.82,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-030.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,30,6.63,0.99,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-031.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,31,9.43,1.49,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-032.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,32,9.17,1.27,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-033.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,33,4.8,0.56,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-034.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,34,9.97,1.63,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-035.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,35,5.43,0.84,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-036.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,36,4.7,0.59,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-037.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,37,10.0,1.4,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-038.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,38,10.0,1.31,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-039.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,39,10.0,1.34,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-040.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,40,8.3,1.08,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-041.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,41,10.0,1.17,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-042.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,42,9.1,1.22,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-043.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,43,8.87,1.25,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-044.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,44,9.37,1.23,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-045.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,45,7.8,0.92,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-046.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,46,10.0,1.1,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-047.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,47,10.0,1.25,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-048.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,48,9.53,1.1,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-049.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,49,10.0,1.07,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-050.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,50,10.0,1.02,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-051.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,51,10.0,1.25,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-052.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,52,9.03,1.11,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-053.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,53,7.23,0.84,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-054.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,54,10.0,1.07,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-055.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,55,6.27,0.79,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-056.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,56,10.0,1.33,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-057.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,57,10.0,1.31,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-058.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,58,10.0,1.38,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-059.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,59,10.0,1.45,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-060.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,60,9.5,1.53,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-061.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,61,6.97,1.09,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-062.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,62,6.8,0.62,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-063.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,63,9.5,1.44,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-064.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,64,5.07,0.79,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-065.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,65,5.07,0.83,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-066.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,66,5.07,0.77,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-067.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,67,10.0,1.63,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-068.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,68,9.8,1.65,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-069.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,69,7.87,1.29,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-070.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,70,10.0,1.28,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-071.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,71,10.0,0.89,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-072.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,72,10.0,0.87,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-073.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,73,6.13,0.92,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-074.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,74,10.0,1.3,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-075.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,75,10.0,1.32,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-076.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,76,9.37,1.49,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-077.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,77,8.17,1.27,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-078.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,78,10.0,1.18,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-079.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,79,10.0,1.24,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-080.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,80,10.0,1.29,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-081.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,81,5.47,0.68,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-082.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,82,10.0,1.22,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-083.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,83,5.2,0.59,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-084.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,84,6.43,0.88,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-085.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,85,8.77,1.21,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-086.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,86,5.07,0.68,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-087.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,87,5.63,0.82,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-088.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,88,10.0,1.33,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-089.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,89,4.23,0.57,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-090.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,90,10.0,1.13,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-091.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,91,9.93,1.33,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-092.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,92,5.8,1.08,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-093.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,93,10.0,1.86,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-094.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,94,6.03,1.03,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-095.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,95,10.0,0.86,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-096.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,96,10.0,0.95,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-097.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,97,10.0,1.12,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-098.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,98,10.0,0.93,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-099.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,99,10.0,0.94,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-100.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,100,6.67,0.8,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-101.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,101,8.13,1.33,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-102.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,102,10.0,1.63,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-103.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,103,4.3,0.72,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-104.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,104,10.0,0.97,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-105.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,105,6.33,0.58,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-106.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,106,8.03,0.76,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-107.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,107,7.3,0.74,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-108.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,108,4.57,0.1,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-109.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,109,10.0,0.79,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-110.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,110,8.8,0.66,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-111.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,111,10.0,0.83,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-112.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,112,10.0,0.5,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-113.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,113,10.0,0.51,ok
goa/walking/04YKvC8kAgI/04YKvC8kAgI-114.mp4,goa/walking,04YKvC8kAgI,,04YKvC8kAgI,114,6.46,0.23,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-000.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,0,7.33,0.58,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-001.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,1,5.43,0.98,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-002.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,2,8.57,1.38,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-003.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,3,8.73,1.78,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-004.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,4,7.27,1.22,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-005.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,5,9.8,1.71,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-006.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,6,10.0,1.61,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-007.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,7,9.93,1.87,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-008.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,8,10.0,1.59,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-009.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,9,10.0,1.1,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-010.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,10,10.0,0.87,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-011.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,11,10.0,0.84,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-012.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,12,8.43,1.1,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-013.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,13,10.0,1.06,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-014.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,14,10.0,0.84,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-015.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,15,10.0,1.06,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-016.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,16,9.17,1.14,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-017.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,17,10.0,1.68,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-018.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,18,6.0,0.92,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-019.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,19,10.0,1.05,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-020.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,20,10.0,1.38,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-021.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,21,6.67,1.2,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-022.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,22,5.33,0.96,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-023.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,23,10.0,1.17,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-024.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,24,10.0,0.76,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-025.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,25,10.0,0.88,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-026.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,26,10.0,1.25,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-027.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,27,8.2,0.82,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-028.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,28,10.0,0.85,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-029.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,29,10.0,0.66,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-030.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,30,10.0,0.85,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-031.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,31,10.0,1.52,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-032.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,32,10.0,1.46,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-033.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,33,4.9,0.88,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-034.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,34,8.5,1.38,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-035.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,35,10.0,1.38,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-036.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,36,10.0,1.5,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-037.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,37,5.4,0.84,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-038.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,38,10.0,1.37,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-039.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,39,10.0,1.63,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-040.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,40,8.33,2.06,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-041.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,41,5.33,1.13,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-042.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,42,6.4,1.24,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-043.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,43,6.93,0.92,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-044.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,44,7.63,0.98,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-045.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,45,10.0,1.35,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-046.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,46,7.2,1.09,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-047.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,47,8.9,1.12,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-048.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,48,6.03,1.16,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-049.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,49,5.13,0.61,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-050.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,50,9.1,0.87,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-051.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,51,10.0,1.12,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-052.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,52,10.0,1.06,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-053.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,53,9.13,1.0,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-054.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,54,9.97,1.12,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-055.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,55,5.57,0.6,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-056.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,56,10.0,1.29,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-057.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,57,10.0,1.1,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-058.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,58,8.77,0.7,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-059.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,59,10.0,1.57,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-060.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,60,10.0,1.39,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-061.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,61,10.0,1.1,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-062.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,62,10.0,1.25,ok
goa/walking/1bJMoSTs4rA/1bJMoSTs4rA-063.mp4,goa/walking,1bJMoSTs4rA,,1bJMoSTs4rA,63,10.0,1.52,ok
